store_id,retailer,country,state,location_setting,place_id,mapping_confidence,operational_status,usable_for_network,current_source,eligible_for_analytics,eligible_for_place_analytics,source_id,issues
bailey-nelson-camberwell,Bailey Nelson,Australia,VIC,High Street,corridor-au-vic-camberwell-burke-road,Medium,Usable,true,true,true,true,bailey-nelson-au,
specsavers-3358,Specsavers,Australia,VIC,High Street,corridor-au-vic-camberwell-burke-road,Medium,Usable,true,true,true,true,specsavers-au,
independent-other-optical-osm-au-way-631561733,Independent / Other optical,Australia,VIC,High Street,corridor-au-vic-carnegie-koornang-road,Medium,Usable,true,true,true,true,osm-opticians,
specsavers-3648,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-caroline-springs-square,High,Usable,true,true,true,true,specsavers-au,
bailey-nelson-chadstone,Bailey Nelson,Australia,VIC,Shopping Centre,place-au-vic-chadstone-shopping-centre,High,Usable,true,true,true,true,bailey-nelson-au,
opsm-1410,OPSM,Australia,VIC,Shopping Centre,place-au-vic-chadstone-shopping-centre,High,Usable,true,true,true,true,opsm-au,
oscar-wylee-14,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-chadstone-shopping-centre,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3444,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-chadstone-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
bailey-nelson-southland,Bailey Nelson,Australia,VIC,Shopping Centre,place-au-vic-westfield-southland,High,Usable,true,true,true,true,bailey-nelson-au,
opsm-1407,OPSM,Australia,VIC,Shopping Centre,place-au-vic-westfield-southland,High,Usable,true,true,true,true,opsm-au,
oscar-wylee-57,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-westfield-southland,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3218,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-westfield-southland,High,Usable,true,true,true,true,specsavers-au,
specsavers-3272,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-westfield-southland,High,Usable,true,true,true,true,specsavers-au,
opsm-1649,OPSM,Australia,VIC,Shopping Centre,place-au-vic-chirnside-park-shopping-centre,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-29,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-chirnside-park-shopping-centre,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3401,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-chirnside-park-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-1043,OPSM,Australia,VIC,High Street,corridor-au-vic-city-of-camberwell-burke-road,Medium,Usable,true,true,true,true,opsm-au,
opsm-2254,OPSM,Australia,VIC,High Street,corridor-au-vic-cobram-william-street,Medium,Usable,true,true,true,true,opsm-au,
opsm-1144,OPSM,Australia,VIC,High Street,corridor-au-vic-coburg-waterfield-street,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3294,Specsavers,Australia,VIC,High Street,corridor-au-vic-colac-gellibrand-street,Medium,Usable,true,true,true,true,specsavers-au,
independent-other-optical-osm-au-node-615137311,Independent / Other optical,Australia,VIC,High Street,corridor-au-vic-collingwood-johnston-street,Medium,Usable,true,true,true,true,osm-opticians,
opsm-1291,OPSM,Australia,VIC,Shopping Centre,place-au-vic-corio-village,High,Usable,true,true,true,true,opsm-au,
specsavers-3262,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-corio-village,Medium,Usable,true,true,true,true,specsavers-au,
opsm-2282,OPSM,Australia,VIC,High Street,corridor-au-vic-craigieburn-craigieburn-road,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-138,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-craigieburn-central,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3533,Specsavers,Australia,VIC,High Street,corridor-au-vic-craigieburn-craigieburn-road,Medium,Usable,true,true,true,true,specsavers-au,
opsm-1290,OPSM,Australia,VIC,Shopping Centre,place-au-vic-cranbourne-park-shopping-centre-sp107,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-86,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-cranbourne-park-shopping-centre-sp107,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3425,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-cranbourne-park-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-2999,OPSM,Australia,VIC,High Street,corridor-au-vic-croydon-main-street,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3667,Specsavers,Australia,VIC,High Street,corridor-au-vic-croydon-main-street-croydon,High,Usable,true,true,true,true,specsavers-au,
opsm-1486,OPSM,Australia,VIC,Shopping Centre,place-au-vic-dandenong-square,High,Usable,true,true,true,true,opsm-au,
specsavers-3352,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-dandenong-square,High,Usable,true,true,true,true,specsavers-au,
opsm-1312,OPSM,Australia,VIC,High Street,corridor-au-vic-deer-park-station-road,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3256,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-brimbank-central,High,Usable,true,true,true,true,specsavers-au,
bailey-nelson-doncaster,Bailey Nelson,Australia,VIC,Shopping Centre,place-au-vic-westfield-doncaster,Medium,Usable,true,true,true,true,bailey-nelson-au,
opsm-1214,OPSM,Australia,VIC,Shopping Centre,place-au-vic-westfield-doncaster,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-33,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-westfield-doncaster,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3552,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-westfield-doncaster,High,Usable,true,true,true,true,specsavers-au,
specsavers-3407,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-doncaster-east-the-pines-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
specsavers-3595,Specsavers,Australia,VIC,High Street,corridor-au-vic-echuca-hare-street,Medium,Usable,true,true,true,true,specsavers-au,
opsm-1156,OPSM,Australia,VIC,High Street,corridor-au-vic-elsternwick-glen-huntly-road,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3621,Specsavers,Australia,VIC,High Street,corridor-au-vic-elsternwick-glenhuntly-road,Medium,Usable,true,true,true,true,specsavers-au,
specsavers-3671,Specsavers,Australia,VIC,High Street,corridor-au-vic-eltham-main-road,Medium,Usable,true,true,true,true,specsavers-au,
specsavers-3484,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-endeavour-hills-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-1032,OPSM,Australia,VIC,High Street,corridor-au-vic-epping-cooper-street,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-32,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-pacific-epping,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3353,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-pacific-epping,High,Usable,true,true,true,true,specsavers-au,
independent-other-optical-osm-au-way-1280774120,Independent / Other optical,Australia,VIC,High Street,corridor-au-vic-ferntree-gully-ferntree-gully-road,Medium,Usable,true,true,true,true,osm-opticians,
bailey-nelson-fitzroy,Bailey Nelson,Australia,VIC,High Street,corridor-au-vic-fitzroy-gertrude-street,Medium,Usable,true,true,true,true,bailey-nelson-au,
independent-other-optical-osm-au-node-1121009477,Independent / Other optical,Australia,VIC,High Street,corridor-au-vic-fitzroy-smith-street,Medium,Usable,true,true,true,true,osm-opticians,
opsm-1487,OPSM,Australia,VIC,Shopping Centre,place-au-vic-forest-hill-chase,High,Usable,true,true,true,true,opsm-au,
oscar-wylee-102,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-forest-hill-chase,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3338,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-forest-hill-chase,High,Usable,true,true,true,true,specsavers-au,
bailey-nelson-bayside-frankston,Bailey Nelson,Australia,VIC,Shopping Centre,place-au-vic-frankston-bayside-centre,Medium,Usable,true,true,true,true,bailey-nelson-au,
independent-other-optical-osm-au-way-172654057,Independent / Other optical,Australia,VIC,High Street,corridor-au-vic-frankston-beach-street,Medium,Usable,true,true,true,true,osm-opticians,
opsm-1087,OPSM,Australia,VIC,High Street,corridor-au-vic-frankston-olsen-street,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-150,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-frankston-bayside-centre,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3221,Specsavers,Australia,VIC,High Street,corridor-au-vic-frankston-wells-street,Medium,Usable,true,true,true,true,specsavers-au,
specsavers-3565,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-bayside-centre,High,Usable,true,true,true,true,specsavers-au,
specsavers-3414,Specsavers,Australia,VIC,High Street,corridor-au-vic-frankston-cranbourne-road,Medium,Usable,true,true,true,true,specsavers-au,
opsm-1485,OPSM,Australia,VIC,Shopping Centre,place-au-vic-westfield-geelong,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-50,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-westfield-geelong,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3293,Specsavers,Australia,VIC,High Street,corridor-au-vic-geelong-ryrie-street,Medium,Usable,true,true,true,true,specsavers-au,
specsavers-3314,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-westfield-geelong,High,Usable,true,true,true,true,specsavers-au,
independent-other-optical-osm-au-way-266740105,Independent / Other optical,Australia,VIC,High Street,corridor-au-vic-geelong-west-pakington-street,Medium,Usable,true,true,true,true,osm-opticians,
bailey-nelson-glen-waverley,Bailey Nelson,Australia,VIC,Shopping Centre,place-au-vic-the-glen,Medium,Usable,true,true,true,true,bailey-nelson-au,
opsm-1152,OPSM,Australia,VIC,Shopping Centre,place-au-vic-the-glen,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-147,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-the-glen,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3259,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-the-glen,High,Usable,true,true,true,true,specsavers-au,
opsm-1157,OPSM,Australia,VIC,Shopping Centre,place-au-vic-greensborough-plaza,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-140,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-greensborough-plaza,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3426,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-greensborough-plaza,High,Usable,true,true,true,true,specsavers-au,
specsavers-3694,Specsavers,Australia,VIC,High Street,corridor-au-vic-hamilton-gray-street,Medium,Usable,true,true,true,true,specsavers-au,
specsavers-3691,Specsavers,Australia,VIC,High Street,corridor-au-vic-hastings-victoria-street,Medium,Usable,true,true,true,true,specsavers-au,
opsm-1507,OPSM,Australia,VIC,High Street,corridor-au-vic-hawthorn-burwood-road,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3477,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-heidelberg-warringal-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
oscar-wylee-11,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-highpoint-shopping-centre,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3326,Specsavers,Australia,VIC,High Street,corridor-au-vic-horsham-firebrace-street,Medium,Usable,true,true,true,true,specsavers-au,
opsm-1089,OPSM,Australia,VIC,High Street,corridor-au-vic-ivanhoe-livingstone-street,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3289,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-kangaroo-flat-lansell-plaza,High,Usable,true,true,true,true,specsavers-au,
specsavers-3257,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-keilor-downs-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
independent-other-optical-osm-au-node-1072618097,Independent / Other optical,Australia,VIC,High Street,corridor-au-vic-kensington-macaulay-road,Medium,Usable,true,true,true,true,osm-opticians,
opsm-1078,OPSM,Australia,VIC,Shopping Centre,place-au-vic-keysborough-parkmore-shopping-centre,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3278,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-keysborough-parkmore-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
specsavers-3645,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-gateway-plaza,High,Usable,true,true,true,true,specsavers-au,
specsavers-3534,Specsavers,Australia,VIC,High Street,corridor-au-vic-lilydale-hutchinson-street,Medium,Usable,true,true,true,true,specsavers-au,
independent-other-optical-osm-au-node-5430747734,Independent / Other optical,Australia,VIC,Shopping Centre,place-au-vic-coltman-plaza,High,Usable,true,true,true,true,osm-opticians,
bailey-nelson-malvern,Bailey Nelson,Australia,VIC,High Street,corridor-au-vic-malvern-glenferrie-road,Medium,Usable,true,true,true,true,bailey-nelson-au,
opsm-7076,OPSM,Australia,VIC,High Street,corridor-au-vic-malvern-wattletree-road,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3252,Specsavers,Australia,VIC,High Street,corridor-au-vic-malvern-glenferrie-road,Medium,Usable,true,true,true,true,specsavers-au,
bailey-nelson-highpoint,Bailey Nelson,Australia,VIC,Shopping Centre,place-au-vic-highpoint-shopping-centre,High,Usable,true,true,true,true,bailey-nelson-au,
opsm-1478,OPSM,Australia,VIC,Shopping Centre,place-au-vic-highpoint-shopping-centre,High,Usable,true,true,true,true,opsm-au,
specsavers-3372,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-highpoint-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
bailey-nelson-flinders-lane-melbourne,Bailey Nelson,Australia,VIC,High Street,corridor-au-vic-melbourne-flinders-lane,Medium,Usable,true,true,true,true,bailey-nelson-au,
bailey-nelson-melbourne-cbd,Bailey Nelson,Australia,VIC,Shopping Centre,place-au-vic-melbourne-central-shopping-centre,Medium,Usable,true,true,true,true,bailey-nelson-au,
opsm-1589,OPSM,Australia,VIC,High Street,corridor-au-vic-melbourne-collins-street-1,Medium,Usable,true,true,true,true,opsm-au,
opsm-1472,OPSM,Australia,VIC,High Street,corridor-au-vic-melbourne-bourke-street,Medium,Usable,true,true,true,true,opsm-au,
opsm-1030,OPSM,Australia,VIC,High Street,corridor-au-vic-melbourne-collins-street-2,Medium,Usable,true,true,true,true,opsm-au,
opsm-1091,OPSM,Australia,VIC,Shopping Centre,place-au-vic-melbourne-central-shopping-centre,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-6,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-melbourne-central-shopping-centre-ground-level,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3548,Specsavers,Australia,VIC,High Street,corridor-au-vic-melbourne-collins-street-1,Medium,Usable,true,true,true,true,specsavers-au,
specsavers-3241,Specsavers,Australia,VIC,High Street,corridor-au-vic-melbourne-little-collins-street,Medium,Usable,true,true,true,true,specsavers-au,
specsavers-3397,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-melbourne-central-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-2352,OPSM,Australia,VIC,High Street,corridor-au-vic-melton-cnr-high-coburn-road,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-119,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-woodgrove-shopping-centre,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3463,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-woodgrove-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
oscar-wylee-126,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-mildura-central,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3508,Specsavers,Australia,VIC,High Street,corridor-au-vic-mildura-street-deakin-avenue,Medium,Usable,true,true,true,true,specsavers-au,
independent-other-optical-osm-au-node-2999573319,Independent / Other optical,Australia,VIC,High Street,corridor-au-vic-mill-park-childs-road,Medium,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
opsm-1506,OPSM,Australia,VIC,Shopping Centre,place-au-vic-plenty-valley-westfield,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-107,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-plenty-valley-westfield,Medium,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3264,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-plenty-valley-westfield,High,Usable,true,true,true,true,specsavers-au,
bailey-nelson-moonee-ponds,Bailey Nelson,Australia,VIC,High Street,corridor-au-vic-moonee-ponds-puckle-street,Medium,Usable,true,true,true,true,bailey-nelson-au,
opsm-7081,OPSM,Australia,VIC,High Street,corridor-au-vic-moonee-ponds-puckle-street,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-64,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-moonee-ponds-central,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3522,Specsavers,Australia,VIC,High Street,corridor-au-vic-moonee-ponds-hall-street,Medium,Usable,true,true,true,true,specsavers-au,
independent-other-optical-osm-au-node-2124843984,Independent / Other optical,Australia,VIC,High Street,corridor-au-vic-mordialloc-main-street,Medium,Usable,true,true,true,true,osm-opticians,
bailey-nelson-mornington,Bailey Nelson,Australia,VIC,High Street,corridor-au-vic-mornington-main-street,Medium,Usable,true,true,true,true,bailey-nelson-au,
opsm-1148,OPSM,Australia,VIC,High Street,corridor-au-vic-mornington-barkly-street,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-95,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-mornington-central,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3222,Specsavers,Australia,VIC,High Street,corridor-au-vic-mornington-main-street,Medium,Usable,true,true,true,true,specsavers-au,
opsm-1145,OPSM,Australia,VIC,Shopping Centre,place-au-vic-cnr-centre-valley-rd-princes-dr,High,Usable,true,true,true,true,opsm-au,
specsavers-3639,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-mid-valley-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-1242,OPSM,Australia,VIC,Shopping Centre,place-au-vic-waverley-gardens-shopping-centre,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3279,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-waverley-gardens-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-1360,OPSM,Australia,VIC,Shopping Centre,place-au-vic-westfield-fountain-gate,High,Usable,true,true,true,true,opsm-au,
oscar-wylee-31,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-westfield-fountain-gate,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3623,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-casey-central-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
specsavers-3286,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-westfield-fountain-gate,High,Usable,true,true,true,true,specsavers-au,
specsavers-3507,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-westfield-fountain-gate,High,Usable,true,true,true,true,specsavers-au,
bailey-nelson-geelong,Bailey Nelson,Australia,VIC,High Street,corridor-au-vic-newtown-pakington-street,Medium,Usable,true,true,true,true,bailey-nelson-au,
specsavers-3654,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-blackburn-square,High,Usable,true,true,true,true,specsavers-au,
independent-other-optical-osm-au-node-4740799236,Independent / Other optical,Australia,VIC,High Street,corridor-au-vic-north-melbourne-errol-street,Medium,Usable,true,true,true,true,osm-opticians,
opsm-1286,OPSM,Australia,VIC,Shopping Centre,place-au-vic-northcote-plaza,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3551,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-northcote-plaza,High,Usable,true,true,true,true,specsavers-au,
independent-other-optical-osm-au-way-542912832,Independent / Other optical,Australia,VIC,High Street,corridor-au-vic-oakleigh-portman-street,Medium,Usable,true,true,true,true,osm-opticians,
independent-other-optical-osm-au-node-1789722881,Independent / Other optical,Australia,VIC,High Street,corridor-au-vic-oakleigh-warrigal-road,Medium,Usable,true,true,true,true,osm-opticians,
specsavers-3601,Specsavers,Australia,VIC,High Street,corridor-au-vic-oakleigh-hanover-street,Medium,Usable,true,true,true,true,specsavers-au,
opsm-7012,OPSM,Australia,VIC,High Street,corridor-au-vic-pakenham-pakenham-retail-core,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3491,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-pakenham-central-marketplace,High,Usable,true,true,true,true,specsavers-au,
specsavers-3571,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-point-cook-town-centre,High,Usable,true,true,true,true,specsavers-au,
independent-other-optical-osm-au-node-616584782,Independent / Other optical,Australia,VIC,High Street,corridor-au-vic-port-melbourne-bay-street,Medium,Usable,true,true,true,true,osm-opticians,
specsavers-3478,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-pran-central-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
bailey-nelson-northland,Bailey Nelson,Australia,VIC,Shopping Centre,place-au-vic-northland,High,Usable,true,true,true,true,bailey-nelson-au,
independent-other-optical-osm-au-node-5674121273,Independent / Other optical,Australia,VIC,High Street,corridor-au-vic-preston-high-street,Medium,Usable,true,true,true,true,osm-opticians,
opsm-1419,OPSM,Australia,VIC,Shopping Centre,place-au-vic-northland,High,Usable,true,true,true,true,opsm-au,
oscar-wylee-26,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-northland,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3306,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-northland,High,Usable,true,true,true,true,specsavers-au,
specsavers-3679,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-summerhill-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
bailey-nelson-richmond,Bailey Nelson,Australia,VIC,High Street,corridor-au-vic-richmond-swan-street,Medium,Usable,true,true,true,true,bailey-nelson-au,
opsm-1341,OPSM,Australia,VIC,Shopping Centre,place-au-vic-victoria-gardens-shopping-centre,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-89,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-victoria-gardens-shopping-centre,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3448,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-victoria-gardens-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
bailey-nelson-eastland-shopping-centre,Bailey Nelson,Australia,VIC,Shopping Centre,place-au-vic-eastland,High,Usable,true,true,true,true,bailey-nelson-au,
independent-other-optical-osm-au-way-1006690639,Independent / Other optical,Australia,VIC,High Street,corridor-au-vic-ringwood-warrandyte-road,Medium,Usable,true,true,true,true,osm-opticians,
independent-other-optical-osm-au-way-1499394103,Independent / Other optical,Australia,VIC,High Street,corridor-au-vic-ringwood-maroondah-highway,Medium,Usable,true,true,true,true,osm-opticians,
independent-other-optical-osm-au-node-13731460457,Independent / Other optical,Australia,VIC,High Street,corridor-au-vic-ringwood-maroondah-highway,Medium,Usable,true,true,true,true,osm-opticians,
opsm-1149,OPSM,Australia,VIC,High Street,corridor-au-vic-ringwood-maroondah-highway,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-45,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-eastland,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3261,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-eastland,High,Usable,true,true,true,true,specsavers-au,
opsm-2932,OPSM,Australia,VIC,Shopping Centre,place-au-vic-rosebud-plaza-shopping-centre,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3354,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-rosebud-plaza-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
specsavers-3230,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-stud-park-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
specsavers-3251,Specsavers,Australia,VIC,High Street,corridor-au-vic-sale-cunninghame-street,Medium,Usable,true,true,true,true,specsavers-au,
opsm-1046,OPSM,Australia,VIC,High Street,corridor-au-vic-shepparton-maude-street,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-116,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-shepparton-marketplace,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3292,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-shepparton-marketplace,High,Usable,true,true,true,true,specsavers-au,
specsavers-3669,Specsavers,Australia,VIC,High Street,corridor-au-vic-shepparton-maude-street,Medium,Usable,true,true,true,true,specsavers-au,
independent-other-optical-osm-au-node-2262243662,Independent / Other optical,Australia,VIC,High Street,corridor-au-vic-south-melbourne-clarendon-street,Medium,Usable,true,true,true,true,osm-opticians,
specsavers-3631,Specsavers,Australia,VIC,High Street,corridor-au-vic-south-melbourne-clarendon-street,Medium,Usable,true,true,true,true,specsavers-au,
bailey-nelson-chapel-st-melbourne,Bailey Nelson,Australia,VIC,High Street,corridor-au-vic-south-yarra-chapel-street,Medium,Usable,true,true,true,true,bailey-nelson-au,
opsm-7077,OPSM,Australia,VIC,High Street,corridor-au-vic-south-yarra-toorak-road,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-15,Oscar Wylee,Australia,VIC,High Street,corridor-au-vic-south-yarra-chapel-street,Medium,Usable,true,true,true,true,oscar-wylee-au,
independent-other-optical-osm-au-way-634192128,Independent / Other optical,Australia,VIC,High Street,corridor-au-vic-st-albans-alfrieda-street,Medium,Usable,true,true,true,true,osm-opticians,
independent-other-optical-osm-au-way-634766999,Independent / Other optical,Australia,VIC,High Street,corridor-au-vic-st-albans-main-road,Medium,Usable,true,true,true,true,osm-opticians,
bailey-nelson-st-kilda,Bailey Nelson,Australia,VIC,High Street,corridor-au-vic-st-kilda-acland-street,Medium,Usable,true,true,true,true,bailey-nelson-au,
specsavers-3327,Specsavers,Australia,VIC,High Street,corridor-au-vic-stawell-main-street,Medium,Usable,true,true,true,true,specsavers-au,
opsm-4710,OPSM,Australia,VIC,Shopping Centre,place-au-vic-evans-street-sunbury-square-shopping-centre,High,Usable,true,true,true,true,opsm-au,
specsavers-3242,Specsavers,Australia,VIC,High Street,corridor-au-vic-sunbury-evans-street,Medium,Usable,true,true,true,true,specsavers-au,
independent-other-optical-osm-au-way-230865348,Independent / Other optical,Australia,VIC,High Street,corridor-au-vic-sunshine-dickson-street,Medium,Usable,true,true,true,true,osm-opticians,
specsavers-3536,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-sunshine-marketplace,High,Usable,true,true,true,true,specsavers-au,
specsavers-3683,Specsavers,Australia,VIC,High Street,corridor-au-vic-swan-hill-campbell-street,Medium,Usable,true,true,true,true,specsavers-au,
opsm-1131,OPSM,Australia,VIC,High Street,corridor-au-vic-sydenham-melton-highway,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3268,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-wyndham-village-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
oscar-wylee-92,Oscar Wylee,Australia,VIC,Shopping Centre,place-au-vic-watergardens-shopping-centre,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3311,Specsavers,Australia,VIC,Shopping Centre,place-au-vic-watergardens-town-centre,High,Usable,true,true,true,true,specsavers-au,
independent-other-optical-osm-au-way-612405905,Independent / Other optical,Australia,VIC,High Street,corridor-au-vic-thornbury-high-street,Medium,Usable,true,true,true,true,osm-opticians,
specsavers-3661,Specsavers,Australia,VIC,High Street,corridor-au-vic-torquay-gilbert-street,Medium,Usable,true,true,true,true,specsavers-au,
